"","X","중국_생산량.10000톤.","X.1","중국_수입량.10000톤.","X.2","미국_수입량","LME_date...톤.","알루미늄","전기동","연","아연","주석","니켈","X.3","브라질_수출량.1000톤.","공급사_주가","BHP_close","RIO_close","VALE_close","날짜","PDS.원자재.지수","날짜.1","USD.RMB_환율","기준일","철광석_가격","날짜.2","USD.BRL..미국.달러...브라질.레알.","날짜.3","AUD.USD..호주.달러...미국.달러.","중국_재고량","inventory.index"
"197","2017-04-01","10337.2","2017-04-01","8194.52","2017-04-01","3,039,965","2017-04-01","1,931","5,698","2,231","2,633","19,991","9,669","2017-04-01","25234","2017-04-03","36.97","40.61","9.23","2017-04-03","102.06","2017-04-17","6.88","2017-04-14","71.45","2017-04-03","3.12","2017-04-03","0.76","2017-06-02","140.14"
"198","2017-04-01","10337.2","2017-04-01","8194.52","2017-04-01","3,039,965","2017-04-01","1,931","5,698","2,231","2,633","19,991","9,669","2017-04-01","25234","2017-04-10","36.09","38.94","8.72","2017-04-10","103.22","2017-04-24","6.88","2017-04-21","65.53","2017-04-10","3.14","2017-04-10","0.75","2017-06-09","144.11"
"199","2017-04-01","10337.2","2017-04-01","8194.52","2017-04-01","3,039,965","2017-04-01","1,931","5,698","2,231","2,633","19,991","9,669","2017-04-01","25234","2017-04-17","35.76","39.53","8.87","2017-04-17","102.29","2017-05-01","6.89","2017-04-28","66.89","2017-04-17","3.13","2017-04-17","0.75","2017-06-16","142.36"
"200","2017-04-01","10337.2","2017-04-01","8194.52","2017-04-01","3,039,965","2017-04-01","1,931","5,698","2,231","2,633","19,991","9,669","2017-04-01","25234","2017-04-24","35.6","39.82","8.58","2017-04-24","99.66","2017-05-08","6.9","2017-05-05","66.08","2017-04-24","3.16","2017-04-24","0.75","2017-06-23","145.39"
"201","2017-05-01","10748.1","2017-05-01","9128.375","2017-05-01","3,144,916","2017-05-01","1,914","5,592","2,132","2,590","20,231","9,154","2017-05-01","29909","2017-05-01","34.49","38.9","8.17","2017-05-01","98.4","2017-05-15","6.87","2017-05-12","60.67","2017-05-01","3.17","2017-05-01","0.75","2017-06-30","144.13"
"202","2017-05-01","10748.1","2017-05-01","9128.375","2017-05-01","3,144,916","2017-05-01","1,914","5,592","2,132","2,590","20,231","9,154","2017-05-01","29909","2017-05-08","35.2","38.69","8.26","2017-05-08","96.12","2017-05-22","6.87","2017-05-19","61.69","2017-05-08","3.16","2017-05-08","0.74","2017-07-07","142.29"
"203","2017-05-01","10748.1","2017-05-01","9128.375","2017-05-01","3,144,916","2017-05-01","1,914","5,592","2,132","2,590","20,231","9,154","2017-05-01","29909","2017-05-15","36.71","41.38","8.42","2017-05-15","96.97","2017-05-29","6.83","2017-05-26","60.77","2017-05-15","3.19","2017-05-15","0.74","2017-07-14","142.87"
"204","2017-05-01","10748.1","2017-05-01","9128.375","2017-05-01","3,144,916","2017-05-01","1,914","5,592","2,132","2,590","20,231","9,154","2017-05-01","29909","2017-05-22","35.84","40.98","8.53","2017-05-22","98.67","2017-06-05","6.79","2017-06-02","57.56","2017-05-22","3.27","2017-05-22","0.75","2017-07-21","143.2"
"205","2017-05-01","10748.1","2017-05-01","9128.375","2017-05-01","3,144,916","2017-05-01","1,914","5,592","2,132","2,590","20,231","9,154","2017-05-01","29909","2017-05-29","35.47","40.8","8.21","2017-05-29","96.7","2017-06-12","6.79","2017-06-09","55.63","2017-05-29","3.25","2017-05-29","0.74","2017-07-28","142.31"
"206","2017-06-01","12469.3","2017-06-01","9447.657","2017-06-01","3,559,005","2017-06-01","1,887","5,699","2,131","2,572","19,702","8,931","2017-06-01","30363","2017-06-05","35.39","41.73","8.31","2017-06-05","94.87","2017-06-19","6.81","2017-06-16","54.73","2017-06-05","3.28","2017-06-05","0.75","2017-08-04","140.37"
"207","2017-06-01","12469.3","2017-06-01","9447.657","2017-06-01","3,559,005","2017-06-01","1,887","5,699","2,131","2,572","19,702","8,931","2017-06-01","30363","2017-06-12","34.7","39.3","7.88","2017-06-12","93.95","2017-06-26","6.81","2017-06-23","56.57","2017-06-12","3.3","2017-06-12","0.76","2017-08-11","138.34"
"208","2017-06-01","12469.3","2017-06-01","9447.657","2017-06-01","3,559,005","2017-06-01","1,887","5,699","2,131","2,572","19,702","8,931","2017-06-01","30363","2017-06-19","34.16","39.17","8.17","2017-06-19","92.96","2017-07-03","6.79","2017-06-30","62.25","2017-06-19","3.33","2017-06-19","0.76","2017-08-18","136.35"
"209","2017-06-01","12469.3","2017-06-01","9447.657","2017-06-01","3,559,005","2017-06-01","1,887","5,699","2,131","2,572","19,702","8,931","2017-06-01","30363","2017-06-26","35.59","42.31","8.75","2017-06-26","93.04","2017-07-10","6.79","2017-07-07","63.11","2017-06-26","3.3","2017-06-26","0.76","2017-08-25","134.73"
"210","2017-07-01","11466.4","2017-07-01","8607.297","2017-07-01","3,159,315","2017-07-01","1,904","5,979","2,266","2,785","20,273","9,482","2017-07-01","30434","2017-07-03","37.22","43.5","8.77","2017-07-03","95","2017-07-17","6.75","2017-07-14","65.03","2017-07-03","3.3","2017-07-03","0.76","2017-09-01","134.19"
"211","2017-07-01","11466.4","2017-07-01","8607.297","2017-07-01","3,159,315","2017-07-01","1,904","5,979","2,266","2,785","20,273","9,482","2017-07-01","30434","2017-07-10","39.4","45.17","9.25","2017-07-10","94.34","2017-07-24","6.74","2017-07-21","68.22","2017-07-10","3.22","2017-07-10","0.77","2017-09-08","133.9"
"212","2017-07-01","11466.4","2017-07-01","8607.297","2017-07-01","3,159,315","2017-07-01","1,904","5,979","2,266","2,785","20,273","9,482","2017-07-01","30434","2017-07-17","38.79","44.14","9.02","2017-07-17","95.92","2017-07-31","6.72","2017-07-28","69.34","2017-07-17","3.15","2017-07-17","0.79","2017-09-15","132.61"
"213","2017-07-01","11466.4","2017-07-01","8607.297","2017-07-01","3,159,315","2017-07-01","1,904","5,979","2,266","2,785","20,273","9,482","2017-07-01","30434","2017-07-24","41.14","46.61","9.67","2017-07-24","97.32","2017-08-07","6.7","2017-08-04","73.42","2017-07-24","3.15","2017-07-24","0.8","2017-09-22","131.74"
"214","2017-07-01","11466.4","2017-07-01","8607.297","2017-07-01","3,159,315","2017-07-01","1,904","5,979","2,266","2,785","20,273","9,482","2017-07-01","30434","2017-07-31","41.21","46.83","9.97","2017-07-31","99.13","2017-08-14","6.67","2017-08-11","75.88","2017-07-31","3.12","2017-07-31","0.8","2017-09-29","133.57"
"215","2017-08-01","11549.1","2017-08-01","8851.201","2017-08-01","3,061,225","2017-08-01","2,030","6,478","2,357","2,982","20,570","10,853","2017-08-01","28842","2017-08-07","40.35","44.61","9.69","2017-08-07","100.25","2017-08-21","6.66","2017-08-18","74.94","2017-08-07","3.16","2017-08-07","0.79","2017-10-13","131.47"
"216","2017-08-01","11549.1","2017-08-01","8851.201","2017-08-01","3,061,225","2017-08-01","2,030","6,478","2,357","2,982","20,570","10,853","2017-08-01","28842","2017-08-14","40.4","44.64","10.03","2017-08-14","100.27","2017-08-28","6.61","2017-08-25","78.59","2017-08-14","3.17","2017-08-14","0.79","2017-10-20","131.78"
"217","2017-08-01","11549.1","2017-08-01","8851.201","2017-08-01","3,061,225","2017-08-01","2,030","6,478","2,357","2,982","20,570","10,853","2017-08-01","28842","2017-08-21","42.56","47.69","10.68","2017-08-21","101.63","2017-09-04","6.53","2017-09-01","77.13","2017-08-21","3.16","2017-08-21","0.79","2017-10-27","135.94"
"218","2017-08-01","11549.1","2017-08-01","8851.201","2017-08-01","3,061,225","2017-08-01","2,030","6,478","2,357","2,982","20,570","10,853","2017-08-01","28842","2017-08-28","44.16","49.53","11.3","2017-08-28","102.72","2017-09-11","6.53","2017-09-08","76.61","2017-08-28","3.16","2017-08-28","0.79","2017-11-03","137.42"
"219","2017-09-01","11912.6","2017-09-01","10282.96","2017-09-01","2,799,753","2017-09-01","2,100","6,583","2,377","3,120","20,855","11,234","2017-09-01","29762","2017-09-04","42.99","48.27","11.11","2017-09-04","104.58","2017-09-18","6.57","2017-09-15","74.71","2017-09-04","3.11","2017-09-04","0.8","2017-11-10","138.417"
"220","2017-09-01","11912.6","2017-09-01","10282.96","2017-09-01","2,799,753","2017-09-01","2,100","6,583","2,377","3,120","20,855","11,234","2017-09-01","29762","2017-09-11","41.82","47.63","10.85","2017-09-11","106.46","2017-09-25","6.62","2017-09-22","67.98","2017-09-11","3.12","2017-09-11","0.8","2017-11-17","138.153"
"221","2017-09-01","11912.6","2017-09-01","10282.96","2017-09-01","2,799,753","2017-09-01","2,100","6,583","2,377","3,120","20,855","11,234","2017-09-01","29762","2017-09-18","41.68","47.82","10.16","2017-09-18","106.73","2017-10-09","6.61","2017-09-29","63.42","2017-09-18","3.13","2017-09-18","0.8","2017-11-24","139.849"
"222","2017-09-01","11912.6","2017-09-01","10282.96","2017-09-01","2,799,753","2017-09-01","2,100","6,583","2,377","3,120","20,855","11,234","2017-09-01","29762","2017-09-25","40.53","47.19","10.07","2017-09-25","107.84","2017-10-16","6.6","2017-10-06","61.97","2017-09-25","3.17","2017-09-25","0.79","2017-12-01","141.355"
"223","2017-10-01","12007.4","2017-10-01","7949.378","2017-10-01","2,856,041","2017-10-01","2,130","6,797","2,506","3,274","20,469","11,325","2017-10-01","32170","2017-10-02","41.34","49.08","10.13","2017-10-02","107.24","2017-10-23","6.63","2017-10-13","61.19","2017-10-02","3.15","2017-10-02","0.78","2017-12-08","142.176"
"224","2017-10-01","12007.4","2017-10-01","7949.378","2017-10-01","2,856,041","2017-10-01","2,130","6,797","2,506","3,274","20,469","11,325","2017-10-01","32170","2017-10-09","42.2","50.01","10.45","2017-10-09","106.94","2017-10-30","6.63","2017-10-20","62.25","2017-10-09","3.17","2017-10-09","0.78","2017-12-15","143.387"
"225","2017-10-01","12007.4","2017-10-01","7949.378","2017-10-01","2,856,041","2017-10-01","2,130","6,797","2,506","3,274","20,469","11,325","2017-10-01","32170","2017-10-16","41.27","48.37","10.28","2017-10-16","107.77","2017-11-06","6.63","2017-10-27","61.64","2017-10-16","3.17","2017-10-16","0.78","2017-12-22","145.37"
"226","2017-10-01","12007.4","2017-10-01","7949.378","2017-10-01","2,856,041","2017-10-01","2,130","6,797","2,506","3,274","20,469","11,325","2017-10-01","32170","2017-10-23","40.66","47.45","10.01","2017-10-23","108.14","2017-11-13","6.63","2017-11-03","59.26","2017-10-23","3.25","2017-10-23","0.77","2017-12-29","146.551"
"227","2017-10-01","12007.4","2017-10-01","7949.378","2017-10-01","2,856,041","2017-10-01","2,130","6,797","2,506","3,274","20,469","11,325","2017-10-01","32170","2017-10-30","42.15","49.24","10.09","2017-10-30","109.59","2017-11-20","6.62","2017-11-10","62.64","2017-10-30","3.28","2017-10-30","0.77","2018-01-05","149.232"
"228","2017-11-01","10965.8","2017-11-01","9454","2017-11-01","2,505,479","2017-11-01","2,101","6,826","2,464","3,236","19,575","11,993","2017-11-01","28003","2017-11-06","42.78","49.51","10.07","2017-11-06","111.69","2017-11-27","6.6","2017-11-17","62.28","2017-11-06","3.26","2017-11-06","0.77","2018-01-12","151.97"
"229","2017-11-01","10965.8","2017-11-01","9454","2017-11-01","2,505,479","2017-11-01","2,101","6,826","2,464","3,236","19,575","11,993","2017-11-01","28003","2017-11-13","41.38","47.59","10.11","2017-11-13","111.87","2017-12-04","6.62","2017-11-24","65.35","2017-11-13","3.29","2017-11-13","0.76","2018-01-19","153.6086"
"230","2017-11-01","10965.8","2017-11-01","9454","2017-11-01","2,505,479","2017-11-01","2,101","6,826","2,464","3,236","19,575","11,993","2017-11-01","28003","2017-11-20","42.71","49.43","10.98","2017-11-20","110.92","2017-12-11","6.61","2017-12-01","68.24","2017-11-20","3.24","2017-11-20","0.76","2018-01-26","151.822"
"231","2017-11-01","10965.8","2017-11-01","9454","2017-11-01","2,505,479","2017-11-01","2,101","6,826","2,464","3,236","19,575","11,993","2017-11-01","28003","2017-11-27","41.96","48.3","10.9","2017-11-27","112.09","2017-12-18","6.6","2017-12-08","69.77","2017-11-27","3.24","2017-11-27","0.76","2018-02-02","151.428"
"232","2017-12-01","10922.4","2017-12-01","8414","2017-12-01","2,222,866","2017-12-01","2,071","6,801","2,509","3,192","19,440","11,409","2017-12-01","31660","2017-12-04","41.06","47.17","10.78","2017-12-04","110.98","2017-12-25","6.55","2017-12-15","70.47","2017-12-04","3.26","2017-12-04","0.76","2018-02-09","152.381"
"233","2017-12-01","10922.4","2017-12-01","8414","2017-12-01","2,222,866","2017-12-01","2,071","6,801","2,509","3,192","19,440","11,409","2017-12-01","31660","2017-12-11","43.08","49.12","11.17","2017-12-11","111.36","2018-01-01","6.5","2017-12-22","74.02","2017-12-11","3.31","2017-12-11","0.76","2018-03-02","159.562"
"234","2017-12-01","10922.4","2017-12-01","8414","2017-12-01","2,222,866","2017-12-01","2,071","6,801","2,509","3,192","19,440","11,409","2017-12-01","31660","2017-12-18","45","51.09","11.92","2017-12-18","112.61","2018-01-08","6.5","2017-12-29","73.77","2017-12-18","3.31","2017-12-18","0.77","2018-03-09","158.322"
"235","2017-12-01","10922.4","2017-12-01","8414","2017-12-01","2,222,866","2017-12-01","2,071","6,801","2,509","3,192","19,440","11,409","2017-12-01","31660","2017-12-25","45.99","52.93","12.23","2017-12-25","114.3","2018-01-15","6.44","2018-01-05","75.49","2017-12-25","3.32","2017-12-25","0.78","2018-03-16","159.726"
"236","2018-01-01",NA,"2018-01-01","10034","2018-01-01","2,611,857","2018-01-01","2,215","7,080","2,590","3,447","20,711","12,880","2018-01-01","26554","2018-01-01","48.14","54.54","13.09","2018-01-01","116.09","2018-01-22","6.38","2018-01-12","78.33","2018-01-01","3.25","2018-01-01","0.78","2018-03-23","161.354"
"237","2018-01-01",NA,"2018-01-01","10034","2018-01-01","2,611,857","2018-01-01","2,215","7,080","2,590","3,447","20,711","12,880","2018-01-01","26554","2018-01-08","50.69","57.67","13.53","2018-01-08","117.45","2018-01-29","6.32","2018-01-19","75.69","2018-01-08","3.23","2018-01-08","0.79","2018-03-30","162.818"
"238","2018-01-01",NA,"2018-01-01","10034","2018-01-01","2,611,857","2018-01-01","2,215","7,080","2,590","3,447","20,711","12,880","2018-01-01","26554","2018-01-15","49.65","56.05","13.36","2018-01-15","118.63","2018-02-05","6.3","2018-01-26","75.47","2018-01-15","3.21","2018-01-15","0.8","2018-04-06","161.1613"
"239","2018-01-01",NA,"2018-01-01","10034","2018-01-01","2,611,857","2018-01-01","2,215","7,080","2,590","3,447","20,711","12,880","2018-01-01","26554","2018-01-22","50","56.31","13.11","2018-01-22","119.94","2018-02-12","6.32","2018-02-02","73.5","2018-01-22","3.18","2018-01-22","0.8","2018-04-13","160.4297"
"240","2018-01-01",NA,"2018-01-01","10034","2018-01-01","2,611,857","2018-01-01","2,215","7,080","2,590","3,447","20,711","12,880","2018-01-01","26554","2018-01-29","47.83","54.33","12.54","2018-01-29","120.29","2018-02-19","6.35","2018-02-09","76.54","2018-01-29","3.18","2018-01-29","0.8","2018-04-20","159.8318"
"241","2018-02-01","12346.4","2018-02-01","8426.835","2018-02-01","2,247,979","2018-02-01","2,185","7,002","2,581","3,540","21,694","13,577","2018-02-01","23072","2018-02-05","45.76","53.72","12.91","2018-02-05","117.75","2018-02-26","6.33","2018-02-16","77.61","2018-02-05","3.27","2018-02-05","0.78","2018-04-27","159.08"
"242","2018-02-01","12346.4","2018-02-01","8426.835","2018-02-01","2,247,979","2018-02-01","2,185","7,002","2,581","3,540","21,694","13,577","2018-02-01","23072","2018-02-12","48.69","57.82","14.12","2018-02-12","113.67","2018-03-05","6.34","2018-02-23","78.51","2018-02-12","3.25","2018-02-12","0.79","2018-05-03","160.16"
"243","2018-02-01","12346.4","2018-02-01","8426.835","2018-02-01","2,247,979","2018-02-01","2,185","7,002","2,581","3,540","21,694","13,577","2018-02-01","23072","2018-02-19","48.3","57.07","14.2","2018-02-19","115.42","2018-03-12","6.32","2018-03-02","79.13","2018-02-19","3.25","2018-02-19","0.79","2018-05-11","158.76"
"244","2018-02-01","12346.4","2018-02-01","8426.835","2018-02-01","2,247,979","2018-02-01","2,185","7,002","2,581","3,540","21,694","13,577","2018-02-01","23072","2018-02-26","45.43","51.48","13.39","2018-02-26","116.03","2018-03-19","6.33","2018-03-09","74.45","2018-02-26","3.25","2018-02-26","0.78","2018-05-18","157.56"
"245","2018-03-01","6688.5","2018-03-01","8578.8","2018-03-01","3,023,348","2018-03-01","2,077","6,796","2,397","3,280","21,214","13,404","2018-03-01","28074","2018-03-05","45.28","52.07","12.89","2018-03-05","114.86","2018-03-26","6.29","2018-03-16","70.66","2018-03-05","3.24","2018-03-05","0.78","2018-05-25","158.89"
"246","2018-03-01","6688.5","2018-03-01","8578.8","2018-03-01","3,023,348","2018-03-01","2,077","6,796","2,397","3,280","21,214","13,404","2018-03-01","28074","2018-03-12","45.42","52.58","12.8","2018-03-12","114.15","2018-04-02","6.28","2018-03-23","66.68","2018-03-12","3.27","2018-03-12","0.78","2018-06-01","160.4"
"247","2018-03-01","6688.5","2018-03-01","8578.8","2018-03-01","3,023,348","2018-03-01","2,077","6,796","2,397","3,280","21,214","13,404","2018-03-01","28074","2018-03-19","44","50.51","12.51","2018-03-19","114.81","2018-04-09","6.3","2018-03-30","64.21","2018-03-19","3.3","2018-03-19","0.77","2018-06-08","159.15"
"248","2018-03-01","6688.5","2018-03-01","8578.8","2018-03-01","3,023,348","2018-03-01","2,077","6,796","2,397","3,280","21,214","13,404","2018-03-01","28074","2018-03-26","44.43","51.53","12.72","2018-03-26","115.95","2018-04-16","6.28","2018-04-06","64.05","2018-03-26","3.31","2018-03-26","0.77","2018-06-15","157.23"
"249","2018-04-01","6746.8","2018-04-01","8292","2018-04-01","3,405,565","2018-04-01","2,246","6,839","2,357","3,191","21,340","13,935","2018-04-01","25293","2018-04-02","43.64","50.55","12.66","2018-04-02","115.63","2018-04-23","6.32","2018-04-13","64.69","2018-04-02","3.34","2018-04-02","0.77","2018-06-22","154.9"
"250","2018-04-01","6746.8","2018-04-01","8292","2018-04-01","3,405,565","2018-04-01","2,246","6,839","2,357","3,191","21,340","13,935","2018-04-01","25293","2018-04-09","46.8","54.26","13.12","2018-04-09","116.51","2018-04-30","6.36","2018-04-20","65.97","2018-04-09","3.41","2018-04-09","0.77","2018-06-29","155.79"
"251","2018-04-01","6746.8","2018-04-01","8292","2018-04-01","3,405,565","2018-04-01","2,246","6,839","2,357","3,191","21,340","13,935","2018-04-01","25293","2018-04-16","47.7","56.6","14","2018-04-16","119.17","2018-05-07","6.37","2018-04-27","66.5","2018-04-16","3.4","2018-04-16","0.77","",NA
"252","2018-04-01","6746.8","2018-04-01","8292","2018-04-01","3,405,565","2018-04-01","2,246","6,839","2,357","3,191","21,340","13,935","2018-04-01","25293","2018-04-23","46.53","55.14","13.95","2018-04-23","119.83","2018-05-14","6.36","2018-05-04","66.43","2018-04-23","3.47","2018-04-23","0.76","",NA
"253","2018-04-01","6746.8","2018-04-01","8292","2018-04-01","3,405,565","2018-04-01","2,246","6,839","2,357","3,191","21,340","13,935","2018-04-01","25293","2018-04-30","48.27","55.62","14.08","2018-04-30","120.3","2018-05-21","6.38","2018-05-11","66.95","2018-04-30","3.52","2018-04-30","0.75","",NA
"254","2018-05-01",NA,"2018-05-01",NA,"2018-05-01","2,657,740","2018-05-01","2,291","6,822","2,364","3,058","20,900","14,356","2018-05-01","29953","2018-05-07","50.41","57.39","14.61","2018-05-07","121.7","2018-05-28","6.41","2018-05-18","67.93","2018-05-07","3.57","2018-05-07","0.75","",NA
"255","2018-05-01",NA,"2018-05-01",NA,"2018-05-01","2,657,740","2018-05-01","2,291","6,822","2,364","3,058","20,900","14,356","2018-05-01","29953","2018-05-14","50.81","58.41","14.58","2018-05-14","124.83","2018-06-04","6.41","2018-05-25","64.66","2018-05-14","3.68","2018-05-14","0.75","",NA
"256","2018-05-01",NA,"2018-05-01",NA,"2018-05-01","2,657,740","2018-05-01","2,291","6,822","2,364","3,058","20,900","14,356","2018-05-01","29953","2018-05-21","49.02","56.98","14.03","2018-05-21","126.18","2018-06-11","6.41","2018-06-01","65.29","2018-05-21","3.65","2018-05-21","0.76","",NA
"257","2018-05-01",NA,"2018-05-01",NA,"2018-05-01","2,657,740","2018-05-01","2,291","6,822","2,364","3,058","20,900","14,356","2018-05-01","29953","2018-05-28","50.24","57.54","14.03","2018-05-28","124.83","2018-06-18","6.46","2018-06-08","66.3","2018-05-28","3.73","2018-05-28","0.76","",NA
"258","2018-06-01",NA,"2018-06-01",NA,"2018-06-01","","2018-06-01","2,240","6,955","2,441","3,092","20,663","15,111","2018-06-01",NA,"2018-06-04","51.67","59.22","13.75","2018-06-04","124.39","2018-06-25","6.56","2018-06-15","67.37","2018-06-04","3.8","2018-06-04","0.76","",NA
"259","2018-06-01",NA,"2018-06-01",NA,"2018-06-01","","2018-06-01","2,240","6,955","2,441","3,092","20,663","15,111","2018-06-01",NA,"2018-06-11","48.7","56.79","13.17","2018-06-11","124.41","2018-07-02","6.62","2018-06-22","66.13","2018-06-11","3.74","2018-06-11","0.75","",NA
"260","2018-06-01",NA,"2018-06-01",NA,"2018-06-01","","2018-06-01","2,240","6,955","2,441","3,092","20,663","15,111","2018-06-01",NA,"2018-06-18","48.93","55.46","12.81","2018-06-18","122.9","",NA,"2018-06-29","65.23","2018-06-18","3.76","2018-06-18","0.74","",NA
"261","2018-06-01",NA,"2018-06-01",NA,"2018-06-01","","2018-06-01","2,240","6,955","2,441","3,092","20,663","15,111","2018-06-01",NA,"2018-06-25","50.01","55.48","12.82","2018-06-25","121.65","",NA,"",NA,"2018-06-25","3.84","2018-06-25","0.74","",NA
"262","2018-06-01",NA,"2018-06-01",NA,"2018-06-01","","2018-06-01","2,240","6,955","2,441","3,092","20,663","15,111","2018-06-01",NA,"2018-06-29","50.01","55.48","12.82","2018-07-02","123.41","",NA,"",NA,"2018-07-02","3.91","2018-07-02","0.74","",NA
"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
